,title,movieId,genres,movie_year,title_only,userId,rating
276,Game Night (2018),183611,Action|Comedy|Crime|Horror,2018.0,Game Night,45566,2.5
277,Swiss Army Man (2016),159415,Comedy|Drama|Romance,2016.0,Swiss Army Man,45566,3.0
278,Jurassic World: Fallen Kingdom (2018),187031,Action|Adventure|Drama|Sci-Fi|Thriller,2018.0,Jurassic World: Fallen Kingdom,45566,3.0
279,The Fate of the Furious (2017),170875,Action|Crime|Drama|Thriller,2017.0,The Fate of the Furious,45566,1.0
280,The Lego Batman Movie (2017),167746,Action|Animation|Comedy,2017.0,The Lego Batman Movie,45566,4.0
281,Bright (2017),182823,Action|Crime|Fantasy,2017.0,Bright,45566,1.5
282,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,101729,3.5
283,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,101729,3.0
284,The Hateful Eight (2015),128360,Western,2015.0,The Hateful Eight,101729,3.5
285,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,101729,3.0
286,Bridge of Spies (2015),143385,Drama|Thriller,2015.0,Bridge of Spies,101729,3.0
287,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,101729,3.5
288,Spider-Man: Into the Spider-Verse (2018),195159,Action|Adventure|Animation|Sci-Fi,2018.0,Spider-Man: Into the Spider-Verse,101729,3.5
289,Incredibles 2 (2018),187541,Action|Adventure|Animation|Children,2018.0,Incredibles 2,101729,3.5
290,Star Trek Beyond (2016),135569,Action|Adventure|Sci-Fi,2016.0,Star Trek Beyond,101729,3.0
291,Bohemian Rhapsody (2018),192803,Drama,2018.0,Bohemian Rhapsody,101729,3.0
292,Steve Jobs (2015),136562,Drama,2015.0,Steve Jobs,101729,2.5
293,Independence Day: Resurgence (2016),135567,Action|Adventure|Sci-Fi,2016.0,Independence Day: Resurgence,101729,1.5
294,A Star Is Born (2018),192385,Drama|Romance,2018.0,A Star Is Born,101729,1.5
295,Sing (2016),167036,Animation|Children|Comedy,2016.0,Sing,101729,2.0
296,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,93737,3.5
297,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",93737,4.5
298,Ant-Man (2015),122900,Action|Adventure|Sci-Fi,2015.0,Ant-Man,93737,3.0
299,Mission: Impossible - Rogue Nation (2015),111781,Action|Adventure|Thriller,2015.0,Mission: Impossible - Rogue Nation,93737,4.0
300,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,93737,4.0
301,Wonder Woman (2017),143355,Action|Adventure|Fantasy,2017.0,Wonder Woman,93737,4.5
302,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,93737,4.5
303,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,93737,2.5
304,Hacksaw Ridge (2016),163645,Drama|War,2016.0,Hacksaw Ridge,93737,4.5
305,The Jungle Book (2016),137857,Adventure|Drama|Fantasy,2016.0,The Jungle Book,93737,3.0
306,Tomorrowland (2015),132046,Action|Adventure|Children|Mystery|Sci-Fi,2015.0,Tomorrowland,93737,4.5
307,Jupiter Ascending (2015),113345,Action|Adventure|Sci-Fi,2015.0,Jupiter Ascending,93737,3.5
308,Mission: Impossible - Fallout (2018),189333,Action|Adventure|Thriller,2018.0,Mission: Impossible - Fallout,93737,3.5
309,The Big Sick (2017),168326,Comedy|Romance,2017.0,The Big Sick,93737,4.0
310,The Founder (2016),166946,Drama,2016.0,The Founder,93737,3.5
311,Steve Jobs (2015),136562,Drama,2015.0,Steve Jobs,93737,4.0
312,The Fate of the Furious (2017),170875,Action|Crime|Drama|Thriller,2017.0,The Fate of the Furious,93737,3.5
313,King Arthur: Legend of the Sword (2017),168344,Action|Adventure|Drama|Fantasy,2017.0,King Arthur: Legend of the Sword,93737,2.5
314,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,135696,3.5
315,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,135696,4.0
316,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,135696,4.0
317,Ant-Man (2015),122900,Action|Adventure|Sci-Fi,2015.0,Ant-Man,135696,3.5
318,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,135696,2.5
319,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,135696,3.0
320,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,135696,3.0
321,The Lobster (2015),133771,Comedy|Romance|Sci-Fi,2015.0,The Lobster,135696,3.5
322,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,135696,3.5
323,The Shape of Water (2017),180031,Adventure|Drama|Fantasy,2017.0,The Shape of Water,135696,2.5
324,Jupiter Ascending (2015),113345,Action|Adventure|Sci-Fi,2015.0,Jupiter Ascending,135696,1.0
325,Maze Runner: Scorch Trials (2015),117895,Action|Thriller,2015.0,Maze Runner: Scorch Trials,135696,2.0
326,The Secret Life of Pets (2016),135436,Animation|Comedy,2016.0,The Secret Life of Pets,135696,3.5
327,Miss Peregrine's Home for Peculiar Children (2016),162600,Fantasy,2016.0,Miss Peregrine's Home for Peculiar Children,135696,4.5
328,The Handmaiden (2016),158783,Drama|Romance|Thriller,2016.0,The Handmaiden,135696,4.0
329,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,58588,4.0
330,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,58588,4.0
331,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,58588,4.0
332,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,58588,4.0
333,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,58588,3.5
334,John Wick: Chapter Two (2017),168248,Action|Crime|Thriller,2017.0,John Wick: Chapter Two,58588,4.0
335,Kingsman: The Golden Circle (2017),176101,Action|Adventure|Comedy,2017.0,Kingsman: The Golden Circle,58588,3.0
336,Ant-Man and the Wasp (2018),188301,Action|Adventure|Comedy|Fantasy|Sci-Fi,2018.0,Ant-Man and the Wasp,58588,3.5
337,Wind River (2017),175569,Action|Crime|Mystery|Thriller,2017.0,Wind River,58588,3.5
338,Murder on the Orient Express (2017),177763,Crime|Drama|Mystery,2017.0,Murder on the Orient Express,58588,3.0
339,Upgrade (2018),189203,Action|Comedy|Horror|Sci-Fi|Thriller,2018.0,Upgrade,58588,3.5
340,Tomb Raider (2018),184471,Action|Adventure|Fantasy,2018.0,Tomb Raider,58588,3.0
341,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,123513,4.0
342,Kingsman: The Secret Service (2015),119145,Action|Adventure|Comedy|Crime,2015.0,Kingsman: The Secret Service,123513,4.0
343,The Revenant (2015),139385,Adventure|Drama,2015.0,The Revenant,123513,0.5
344,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,123513,4.0
345,Ant-Man (2015),122900,Action|Adventure|Sci-Fi,2015.0,Ant-Man,123513,4.0
346,Baby Driver (2017),171763,Action|Crime|Thriller,2017.0,Baby Driver,123513,4.0
347,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,123513,1.0
348,Star Trek Beyond (2016),135569,Action|Adventure|Sci-Fi,2016.0,Star Trek Beyond,123513,3.5
349,Kingsman: The Golden Circle (2017),176101,Action|Adventure|Comedy,2017.0,Kingsman: The Golden Circle,123513,3.0
350,Solo: A Star Wars Story (2018),187595,Action|Adventure|Children|Sci-Fi,2018.0,Solo: A Star Wars Story,123513,3.5
351,Tomb Raider (2018),184471,Action|Adventure|Fantasy,2018.0,Tomb Raider,123513,1.5
352,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,38543,3.5
353,Mad Max: Fury Road (2015),122882,Action|Adventure|Sci-Fi|Thriller,2015.0,Mad Max: Fury Road,38543,4.0
354,Logan (2017),168252,Action|Sci-Fi,2017.0,Logan,38543,3.0
355,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,38543,3.0
356,Ant-Man (2015),122900,Action|Adventure|Sci-Fi,2015.0,Ant-Man,38543,3.5
357,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,38543,3.5
358,Spider-Man: Into the Spider-Verse (2018),195159,Action|Adventure|Animation|Sci-Fi,2018.0,Spider-Man: Into the Spider-Verse,38543,3.5
359,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,38543,2.0
360,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,38543,3.0
361,Pixels (2015),135137,Action|Comedy|Sci-Fi,2015.0,Pixels,38543,0.5
362,The Lego Batman Movie (2017),167746,Action|Animation|Comedy,2017.0,The Lego Batman Movie,38543,3.0
363,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,54071,4.5
364,Kingsman: The Secret Service (2015),119145,Action|Adventure|Comedy|Crime,2015.0,Kingsman: The Secret Service,54071,3.5
365,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,54071,3.0
366,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,54071,3.0
367,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,54071,3.5
368,Jurassic World (2015),117529,Action|Adventure|Drama|Sci-Fi|Thriller,2015.0,Jurassic World,54071,2.5
369,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,54071,3.5
370,Spectre (2015),136020,Action|Adventure|Crime,2015.0,Spectre,54071,3.0
371,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,54071,2.5
372,Terminator Genisys (2015),120799,Action|Adventure|Sci-Fi|Thriller,2015.0,Terminator Genisys,54071,2.5
373,Jumanji: Welcome to the Jungle (2017),179401,Action|Adventure|Children,2017.0,Jumanji: Welcome to the Jungle,54071,3.5
374,"Hail, Caesar! (2016)",143859,Comedy,2016.0,"Hail, Caesar!",54071,2.0
375,Venom (2018),192389,Action|Horror|Sci-Fi|Thriller,2018.0,Venom,54071,2.5
376,Black Mass (2015),136018,Crime|Drama,2015.0,Black Mass,54071,2.5
377,Train to Busan (2016),162082,Action|Thriller,2016.0,Train to Busan,54071,3.0
378,A Star Is Born (2018),192385,Drama|Romance,2018.0,A Star Is Born,54071,3.0
379,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,136355,4.0
380,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,136355,5.0
381,Ex Machina (2015),115713,Drama|Sci-Fi|Thriller,2015.0,Ex Machina,136355,3.0
382,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,136355,4.5
383,"Three Billboards Outside Ebbing, Missouri (2017)",177593,Crime|Drama,2017.0,"Three Billboards Outside Ebbing, Missouri",136355,5.0
384,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,136355,3.0
385,Ghost in the Shell (2017),168612,Action|Drama|Sci-Fi,2017.0,Ghost in the Shell,136355,3.5
386,Pirates of the Caribbean: Dead Men Tell No Tales (2017),122896,(no genres listed),2017.0,Pirates of the Caribbean: Dead Men Tell No Tales,136355,3.5
387,Trainwreck (2015),134393,Comedy|Romance,2015.0,Trainwreck,136355,3.0
388,Wind River (2017),175569,Action|Crime|Mystery|Thriller,2017.0,Wind River,136355,4.0
389,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,13134,3.0
390,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,13134,2.5
391,Kingsman: The Secret Service (2015),119145,Action|Adventure|Comedy|Crime,2015.0,Kingsman: The Secret Service,13134,3.5
392,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,13134,3.5
393,Mission: Impossible - Rogue Nation (2015),111781,Action|Adventure|Thriller,2015.0,Mission: Impossible - Rogue Nation,13134,2.5
394,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,13134,4.0
395,Spider-Man: Into the Spider-Verse (2018),195159,Action|Adventure|Animation|Sci-Fi,2018.0,Spider-Man: Into the Spider-Verse,13134,3.5
396,John Wick: Chapter Two (2017),168248,Action|Crime|Thriller,2017.0,John Wick: Chapter Two,13134,3.0
397,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,13134,3.0
398,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,13134,4.0
399,The Hitman's Bodyguard (2017),175661,Action|Comedy,2017.0,The Hitman's Bodyguard,13134,4.0
400,Kong: Skull Island (2017),168254,Action|Adventure|Fantasy,2017.0,Kong: Skull Island,13134,4.0
401,The Greatest Showman (2017),180985,Drama,2017.0,The Greatest Showman,13134,4.5
402,The Fate of the Furious (2017),170875,Action|Crime|Drama|Thriller,2017.0,The Fate of the Furious,13134,3.0
403,Wonder (2017),180095,Drama,2017.0,Wonder,13134,3.5
404,Sing (2016),169530,Drama,2016.0,Sing,13134,3.5
405,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,53015,4.0
406,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,53015,4.5
407,Ant-Man (2015),122900,Action|Adventure|Sci-Fi,2015.0,Ant-Man,53015,2.5
408,Get Out (2017),168250,Horror,2017.0,Get Out,53015,3.5
409,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,53015,3.5
410,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,53015,3.0
411,The Man from U.N.C.L.E. (2015),138036,Action|Adventure|Comedy,2015.0,The Man from U.N.C.L.E.,53015,2.5
412,Incredibles 2 (2018),187541,Action|Adventure|Animation|Children,2018.0,Incredibles 2,53015,3.0
413,Hidden Figures (2016),166643,Drama,2016.0,Hidden Figures,53015,3.0
414,Pitch Perfect 2 (2015),133419,Comedy,2015.0,Pitch Perfect 2,53015,2.5
415,Ghostbusters (2016),160080,Action|Comedy|Horror|Sci-Fi,2016.0,Ghostbusters,53015,4.0
416,The Handmaiden (2016),158783,Drama|Romance|Thriller,2016.0,The Handmaiden,53015,4.0
417,BlacKkKlansman (2018),189713,Comedy|Crime|Drama,2018.0,BlacKkKlansman,53015,4.0
418,Brooklyn (2015),127108,Drama|Romance,2015.0,Brooklyn,53015,3.5
419,Atomic Blonde (2017),173941,Thriller,2017.0,Atomic Blonde,53015,3.5
420,Spider-Man: Far from Home (2019),201773,Action|Adventure|Sci-Fi,2019.0,Spider-Man: Far from Home,53015,3.0
421,The Disaster Artist (2017),180297,Comedy|Drama,2017.0,The Disaster Artist,53015,3.5
422,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,79678,4.0
423,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,79678,3.0
424,Ex Machina (2015),115713,Drama|Sci-Fi|Thriller,2015.0,Ex Machina,79678,4.0
425,Hidden Figures (2016),166643,Drama,2016.0,Hidden Figures,79678,4.0
426,Hacksaw Ridge (2016),163645,Drama|War,2016.0,Hacksaw Ridge,79678,4.5
427,The Jungle Book (2016),137857,Adventure|Drama|Fantasy,2016.0,The Jungle Book,79678,3.0
428,Beauty and the Beast (2017),168366,Fantasy|Romance,2017.0,Beauty and the Beast,79678,2.0
429,Lion (2016),165551,Drama,2016.0,Lion,79678,4.0
430,Hereditary (2018),183869,(no genres listed),2018.0,Hereditary,79678,2.0
431,Game Night (2018),183611,Action|Comedy|Crime|Horror,2018.0,Game Night,79678,3.5
432,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,7082,3.0
433,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,7082,4.0
434,Blade Runner 2049 (2017),176371,Sci-Fi,2017.0,Blade Runner 2049,7082,3.5
435,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,7082,2.0
436,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,7082,3.0
437,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,7082,2.0
438,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,7082,4.0
439,Tomorrowland (2015),132046,Action|Adventure|Children|Mystery|Sci-Fi,2015.0,Tomorrowland,7082,4.0
440,Creed (2015),146656,Drama,2015.0,Creed,7082,3.5
441,Pirates of the Caribbean: Dead Men Tell No Tales (2017),122896,(no genres listed),2017.0,Pirates of the Caribbean: Dead Men Tell No Tales,7082,4.0
442,Mission: Impossible - Fallout (2018),189333,Action|Adventure|Thriller,2018.0,Mission: Impossible - Fallout,7082,4.0
443,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,146348,2.5
444,The Revenant (2015),139385,Adventure|Drama,2015.0,The Revenant,146348,3.0
445,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,146348,1.0
446,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,146348,1.0
447,The Man from U.N.C.L.E. (2015),138036,Action|Adventure|Comedy,2015.0,The Man from U.N.C.L.E.,146348,2.5
448,The Lobster (2015),133771,Comedy|Romance|Sci-Fi,2015.0,The Lobster,146348,3.0
449,It (2017),175303,Horror,2017.0,It,146348,2.5
450,Kung Fu Panda 3 (2016),149406,Action|Adventure|Animation,2016.0,Kung Fu Panda 3,146348,1.0
451,The Gift (2015),140247,Drama|Horror,2015.0,The Gift,146348,3.0
452,The Fate of the Furious (2017),170875,Action|Crime|Drama|Thriller,2017.0,The Fate of the Furious,146348,0.5
453,The Ballad of Buster Scruggs (2018),193944,Comedy|Drama|Western,2018.0,The Ballad of Buster Scruggs,146348,2.5
454,Molly's Game (2017),180045,Drama,2017.0,Molly's Game,146348,3.0
455,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,3150,3.5
456,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",3150,3.5
457,Jurassic World (2015),117529,Action|Adventure|Drama|Sci-Fi|Thriller,2015.0,Jurassic World,3150,2.5
458,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,3150,3.5
459,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,3150,3.5
460,Sicario (2015),139644,Crime|Drama|Mystery,2015.0,Sicario,3150,4.0
461,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,3150,3.5
462,The Shape of Water (2017),180031,Adventure|Drama|Fantasy,2017.0,The Shape of Water,3150,3.0
463,The Jungle Book (2016),137857,Adventure|Drama|Fantasy,2016.0,The Jungle Book,3150,4.0
464,Jupiter Ascending (2015),113345,Action|Adventure|Sci-Fi,2015.0,Jupiter Ascending,3150,1.5
465,The Big Sick (2017),168326,Comedy|Romance,2017.0,The Big Sick,3150,3.5
466,Sausage Party (2016),158872,Animation|Comedy,2016.0,Sausage Party,3150,1.5
467,War for the Planet of the Apes (2017),173145,Action|Adventure|Drama|Sci-Fi,2017.0,War for the Planet of the Apes,3150,3.5
468,The Conjuring 2 (2016),159858,Horror,2016.0,The Conjuring 2,3150,3.5
469,Game Night (2018),183611,Action|Comedy|Crime|Horror,2018.0,Game Night,3150,3.5
470,Aquaman (2018),143347,Action|Fantasy|Sci-Fi,2018.0,Aquaman,3150,3.0
471,Gifted (2017),170697,Drama,2017.0,Gifted,3150,3.5
472,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,93847,3.0
473,Mad Max: Fury Road (2015),122882,Action|Adventure|Sci-Fi|Thriller,2015.0,Mad Max: Fury Road,93847,4.5
474,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,93847,3.5
475,The Hateful Eight (2015),128360,Western,2015.0,The Hateful Eight,93847,3.0
476,Get Out (2017),168250,Horror,2017.0,Get Out,93847,3.5
477,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,93847,3.5
478,Hacksaw Ridge (2016),163645,Drama|War,2016.0,Hacksaw Ridge,93847,3.5
479,Split (2017),166534,Drama|Horror|Thriller,2017.0,Split,93847,3.0
480,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,93847,3.5
481,Everest (2015),142448,Adventure|Drama|Thriller,2015.0,Everest,93847,3.0
482,The Conjuring 2 (2016),159858,Horror,2016.0,The Conjuring 2,93847,3.0
483,Straight Outta Compton (2015),140715,Drama,2015.0,Straight Outta Compton,93847,4.0
484,Me Before You (2016),152017,Drama|Romance,2016.0,Me Before You,93847,3.0
485,Train to Busan (2016),162082,Action|Thriller,2016.0,Train to Busan,93847,4.5
486,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,44775,4.5
487,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,44775,5.0
488,Ex Machina (2015),115713,Drama|Sci-Fi|Thriller,2015.0,Ex Machina,44775,4.5
489,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,44775,5.0
490,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,44775,4.0
491,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,44775,4.5
492,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,44775,4.0
493,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,44775,4.0
494,"Three Billboards Outside Ebbing, Missouri (2017)",177593,Crime|Drama,2017.0,"Three Billboards Outside Ebbing, Missouri",44775,4.0
495,Spider-Man: Into the Spider-Verse (2018),195159,Action|Adventure|Animation|Sci-Fi,2018.0,Spider-Man: Into the Spider-Verse,44775,5.0
